Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2018-06-17 20:27:53,Phrak 1,27m,Chin Up,1,0,3.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Chin Up,2,0,3.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Chin Up,3,0,3.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Overhead Press (Dumbbell),1,5.4431084400000000,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Overhead Press (Dumbbell),2,5.4431084400000000,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Overhead Press (Dumbbell),3,5.4431084400000000,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Squat (Bodyweight),1,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Squat (Bodyweight),2,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Squat (Bodyweight),3,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Dead Bugs,1,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Dead Bugs,2,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Dead Bugs,3,0,10.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Triceps Dip,1,0,3.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Triceps Dip,2,0,3.0,0,0.0,,,
2018-06-17 20:27:53,Phrak 1,27m,Triceps Dip,3,0,3.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bent Over Row (Dumbbell),1,15.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bent Over Row (Dumbbell),2,15.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bent Over Row (Dumbbell),3,15.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bench Press (Dumbbell),1,12.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bench Press (Dumbbell),2,12.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bench Press (Dumbbell),3,15.0,15.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Deadlift (Barbell),1,12.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Deadlift (Barbell),2,12.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Deadlift (Barbell),3,12.0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bird Dogs,1,0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bird Dogs,2,0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Bird Dogs,3,0,10.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Triceps Dip,1,0,5.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Triceps Dip,2,0,5.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Triceps Dip,3,0,5.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Pull Up,1,0,2.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Pull Up,2,0,2.0,0,0.0,,,
2018-06-19 19:44:16,Phrak 2,24m,Pull Up,3,0,2.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chin Up,1,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chin Up,2,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chin Up,3,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Overhead Press (Dumbbell),1,5.4431084400000000,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Overhead Press (Dumbbell),2,5.4431084400000000,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Overhead Press (Dumbbell),3,5.4431084400000000,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Squat (Bodyweight),1,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Squat (Bodyweight),2,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Squat (Bodyweight),3,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Dead Bugs,1,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Dead Bugs,2,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Dead Bugs,3,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Triceps Dip,1,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Triceps Dip,2,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Triceps Dip,3,0,3.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Push Up,1,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Push Up,2,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Push Up,3,0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chest Fly,1,8.0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chest Fly,2,8.0,10.0,0,0.0,,,
2018-06-26 19:19:45,Phrak 1,18m,Chest Fly,3,8.0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Squat (Barbell),1,24.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Squat (Barbell),2,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Squat (Barbell),3,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Squat (Barbell),4,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Squat (Barbell),5,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bench Press (Barbell),1,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bench Press (Barbell),2,60.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bench Press (Barbell),3,60.0,7.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bench Press (Barbell),4,60.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bench Press (Barbell),5,60.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bent Over Row (Barbell),1,30.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bent Over Row (Barbell),2,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bent Over Row (Barbell),3,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bent Over Row (Barbell),4,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bent Over Row (Barbell),5,40.0,5.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Shrug (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Shrug (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Shrug (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Triceps Extension,1,50.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Triceps Extension,2,60.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Triceps Extension,3,60.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bicep Curl (Barbell),1,30.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bicep Curl (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Bicep Curl (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Back Extension,2,0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Dead Bugs,1,0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Dead Bugs,2,0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Dead Bugs,3,0,10.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Arnold Press (Dumbbell),1,30.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Arnold Press (Dumbbell),2,30.0,8.0,0,0.0,,,
2018-07-06 19:33:27,Ice Cream A #1,35m,Arnold Press (Dumbbell),3,30.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Leg Press,1,160.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Leg Press,2,160.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Leg Press,3,160.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Leg Press,4,160.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Leg Press,5,160.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bent Over Row (Barbell),1,50.0,5.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bent Over Row (Barbell),2,50.0,5.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bent Over Row (Barbell),3,50.0,5.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bent Over Row (Barbell),4,50.0,5.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bent Over Row (Barbell),5,50.0,5.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bench Press (Barbell),1,95.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bench Press (Barbell),2,95.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bench Press (Barbell),3,95.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bicep Curl (Barbell),1,30.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bicep Curl (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Bicep Curl (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Cable Crunch,1,85.0,10.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Cable Crunch,2,105.0,10.0,0,0.0,,,
2018-07-09 13:24:37,Ice Cream B #1,51m,Cable Crunch,3,105.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Press,1,160.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Press,2,160.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Press,3,160.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Curl,1,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Curl,2,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Leg Curl,3,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Tricep Extension (Machine),1,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Tricep Extension (Machine),2,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Tricep Extension (Machine),3,50.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Bench Press (Smith Machine),1,125.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Bench Press (Smith Machine),2,105.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Bench Press (Smith Machine),3,85.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Back Extension,2,0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Back Extension,3,0,8.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Chest Fly,1,70.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Chest Fly,2,70.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Chest Fly,3,55.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Crunch (Machine),1,125.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Crunch (Machine),2,145.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Crunch (Machine),3,165.0,15.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Shoulder Press (Machine),1,78.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Shoulder Press (Machine),2,58.0,10.0,0,0.0,,,
2018-07-10 21:05:10,Machine Sprint #1,29m,Shoulder Press (Machine),3,58.0,10.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Squat (Barbell),1,65.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Squat (Barbell),2,65.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Squat (Barbell),3,65.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Squat (Barbell),4,85.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Squat (Barbell),5,85.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bench Press (Barbell),1,85.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bench Press (Barbell),2,95.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bench Press (Barbell),3,95.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bench Press (Barbell),4,105.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bench Press (Barbell),5,105.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bent Over Row (Barbell),1,35.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bent Over Row (Barbell),2,35.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bent Over Row (Barbell),3,45.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bent Over Row (Barbell),4,55.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bent Over Row (Barbell),5,55.0,5.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Shrug (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Shrug (Barbell),2,50.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Shrug (Barbell),3,50.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Triceps Extension,1,47.5,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Triceps Extension,2,37.50000000000000,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Triceps Extension,3,37.50000000000000,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bicep Curl (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bicep Curl (Barbell),2,50.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Bicep Curl (Barbell),3,50.0,8.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Back Extension,2,0,10.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Crunch (Machine),1,165.0,10.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Crunch (Machine),2,185.00000000000000,10.0,0,0.0,,,
2018-07-12 13:18:31,Ice Cream A #2,49m,Crunch (Machine),3,185.00000000000000,10.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Squat (Barbell),1,55.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Squat (Barbell),2,75.00000000000000,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Squat (Barbell),3,75.00000000000000,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Squat (Barbell),4,85.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Squat (Barbell),5,85.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Leg Curl,1,65.0,10.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Strict Military Press (Barbell),1,40.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Strict Military Press (Barbell),2,40.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Strict Military Press (Barbell),3,40.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Strict Military Press (Barbell),4,40.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bent Over Row (Barbell),1,45.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bent Over Row (Barbell),2,55.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bent Over Row (Barbell),3,60.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bent Over Row (Barbell),4,65.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bent Over Row (Barbell),5,65.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bench Press (Barbell),1,95.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bench Press (Barbell),2,105.0,5.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bench Press (Barbell),3,105.0,8.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bicep Curl (Barbell),1,50.0,8.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bicep Curl (Barbell),2,50.0,8.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Bicep Curl (Barbell),3,50.0,4.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Decline Crunch,1,0,10.0,0,0.0,,,
2018-07-14 19:26:47,Ice Cream B #2,33m,Decline Crunch,2,0,10.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Squat (Barbell),1,85.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Squat (Barbell),2,85.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Squat (Barbell),3,65.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Squat (Barbell),4,65.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Squat (Barbell),5,65.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bent Over Row (Barbell),1,55.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bent Over Row (Barbell),2,70.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bent Over Row (Barbell),3,70.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bent Over Row (Barbell),4,70.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bent Over Row (Barbell),5,70.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bench Press (Barbell),1,95.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bench Press (Barbell),2,115.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bench Press (Barbell),3,115.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bench Press (Barbell),4,115.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bench Press (Barbell),5,115.0,5.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Shrug (Barbell),1,50.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Shrug (Barbell),2,50.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Shrug (Barbell),3,50.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Triceps Extension,1,37.50000000000000,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Triceps Extension,2,42.5,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Triceps Extension,3,37.50000000000000,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bicep Curl (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bicep Curl (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Bicep Curl (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Back Extension,2,0,10.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Crunch (Machine),1,185.00000000000000,10.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Crunch (Machine),2,185.00000000000000,10.0,0,0.0,,,
2018-07-16 16:42:25,Ice Cream A #3,41m,Crunch (Machine),3,185.00000000000000,10.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Squat (Barbell),1,95.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Squat (Barbell),2,95.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Squat (Barbell),3,95.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Squat (Barbell),4,95.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Squat (Barbell),5,95.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Leg Curl,1,75.00000000000000,10.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Back Extension,1,0,10.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Strict Military Press (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Strict Military Press (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Strict Military Press (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Strict Military Press (Barbell),4,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Strict Military Press (Barbell),5,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bent Over Row (Barbell),1,70.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bent Over Row (Barbell),2,70.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bent Over Row (Barbell),3,70.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bent Over Row (Barbell),4,70.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bent Over Row (Barbell),5,70.0,5.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bench Press (Barbell),1,105.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bench Press (Barbell),2,105.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bench Press (Barbell),3,105.0,7.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bicep Curl (Barbell),1,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bicep Curl (Barbell),2,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Bicep Curl (Barbell),3,40.0,8.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Crunch (Machine),1,185.00000000000000,10.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Crunch (Machine),2,185.00000000000000,10.0,0,0.0,,,
2018-07-19 14:16:22,Ice Cream B #3,45m,Crunch (Machine),3,185.00000000000000,10.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bench Press (Barbell),1,115.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bench Press (Barbell),2,115.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bench Press (Barbell),3,115.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Deadlift (Barbell),1,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Deadlift (Barbell),2,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Deadlift (Barbell),3,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Squat (Barbell),1,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Squat (Barbell),2,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Squat (Barbell),3,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Squat (Barbell),4,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Squat (Barbell),5,95.0,5.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bent Over Row (Barbell),1,70.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bent Over Row (Barbell),2,95.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bent Over Row (Barbell),3,95.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bent Over Row (Barbell),4,95.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Bent Over Row (Barbell),5,95.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Shrug (Barbell),1,25.0,8.0,0,0.0,,,
2018-07-24 20:02:58,Ice Cream A #5,1h 22m,Shrug (Barbell),2,35.0,8.0,0,0.0,,,
